410
2 4
53116 50488 74909
23357 18780 99202
93787 9103 99202
77257 34264 95152
53650 55301 99202
2000 0 68636
6898 73147 99131
12900 0 33902
12858 32036 99202
65546 45191 99202
77980 0 95882
41097 0 73031
48945 0 71642
66955 51038 99202
50071 16696 99202
10494 61371 99202
67434 27037 99202
38739 0 90799
19152 16484 99202
27051 0 79043
10760 24800 99202
79707 0 58702
98486 0 60459
82801 0 84683
4012 25667 99202
19910 15157 99202
30982 0 39906
38436 29222 99202
31404 67062 97488
60985 6555 34890
35033 5793 99202
22290 0 84025
60104 36758 57780
69717 0 88052
81327 17662 42294
10245 0 56466
36295 0 76587
53402 13361 39744
8640 12064 92188
72535 17499 99202
72847 38181 90175
10876 31436 85085
93953 0 48837
89083 5610 37974
41329 11393 99202
6862 0 80494
28833 0 80754
40353 4486 93115
87949 6530 99202
50 98284
100000 5458 98284
64300 20582 98284
68536 0 71714
77429 38856 89272
98653 37320 98284
65306 0 87157
3805 0 52238
72459 0 58299
78865 0 86428
39435 16623 54774
11897 33115 98284
34572 0 23141
32250 62365 98284
10260 21091 98284
84169 36211 98284
25176 0 74258
39473 3334 86649
7089 23866 98284
55172 60001 98284
50531 32090 98284
99168 0 59733
51628 18641 98284
7660 0 93802
7183 0 82741
79718 14069 98284
25543 0 57058
23496 0 86069
17746 13062 98284
2110 5704 98284
46688 0 97748
76153 54340 77074
3376 2564 75286
98967 6405 98284
23138 7291 98284
24567 31205 98284
89293 46514 98284
28988 0 59831
8648 0 94160
10362 0 76400
52343 9819 98284
95982 24608 70273
79937 0 94564
70490 9285 98284
80488 0 40632
40116 39687 96962
74238 14411 98284
20551 61517 88444
79861 4588 98284
1714 9369 98284
41989 16633 98284
50 97756
100000 0 54175
19016 0 67626
78315 0 62848
4726 22222 94058
55400 0 59289
10639 55205 97756
4706 0 86529
32779 51166 97756
44558 0 43229
41952 26065 97756
71041 11622 97756
58382 0 97756
44365 9426 97756
45891 27462 97756
97623 0 49691
38914 19504 66727
28665 0 66699
32282 3988 97756
74957 0 91015
17799 0 97533
20760 0 69981
76378 0 78622
61602 0 54554
59706 0 67166
33016 0 70498
12112 0 75739
98696 0 84523
81202 0 62077
10310 0 76293
125 29080 97756
89181 12379 74389
32465 0 65516
71989 0 68472
52686 8757 45106
86427 0 96367
61301 0 78921
55510 19162 97756
99642 30056 97756
55546 24606 97756
89194 1977 55850
35503 0 75944
49800 0 72812
3671 0 43671
16797 59421 97756
44087 11308 97756
20754 0 53477
72359 0 60072
33546 29635 80484
4422 64667 97756
19561 7449 97756
50 96650
100000 69037 96650
25487 0 86237
39640 0 52868
29771 29890 96650
22707 8244 96650
30066 0 53533
55320 16053 96650
87888 0 88982
67877 0 87623
33157 52756 80956
61094 0 94840
94917 8695 86597
64098 13611 96650
35233 10140 96650
57021 0 84064
93234 29203 96650
75342 31997 96650
41840 0 86462
418 22082 96650
15681 41422 96650
29233 0 55240
42599 17018 96650
94142 29713 52961
80948 0 94101
50183 0 86687
18125 38871 96650
29812 31305 96595
95970 14654 96650
91047 0 93274
59496 35224 96650
52807 14419 72171
26683 6478 96650
2970 0 91157
50652 0 78889
11420 20710 96650
2463 0 73200
88708 0 76942
49448 1574 31434
22640 0 95838
48806 10854 96650
59667 32024 96650
69108 0 87094
26785 69041 95222
78582 0 43910
36803 0 87114
57888 0 86823
30038 28416 68768
65727 42994 96650
60454 0 58557
12124 11764 96650
50 96508
100000 32882 93677
59922 43895 78779
48315 0 91466
32175 0 89598
28528 11643 96508
15318 0 25499
55353 27219 96508
54992 2942 96508
13887 16222 54956
10634 2916 96508
2102 0 24532
67776 30369 60023
41676 42268 96508
60835 44598 96508
37004 70274 95720
61534 75305 94960
44984 10510 96508
58581 28259 96508
27753 6216 32533
9541 1784 21778
59786 0 45375
93771 48077 96508
44584 0 55645
36499 29389 96508
79449 71921 91624
80255 2579 96508
15361 67731 96508
9466 0 90017
74756 0 75314
38462 0 69152
98631 0 34467
15935 47795 89829
36500 0 86218
88905 0 67419
41475 6323 96508
90840 49406 96508
18687 0 87227
11938 0 67274
28684 49605 96508
4507 0 62901
76550 67291 96508
26974 0 85833
68073 20815 96508
19986 60220 96508
47414 0 63611
87381 50744 96508
66492 0 61969
33838 8120 96508
79373 18549 96508
41142 0 52462
50 99629
100000 33578 99629
93968 58008 99629
7777 61870 99629
63063 0 97400
49423 0 88597
62415 0 75824
10072 0 56236
62713 0 24174
85176 0 67480
6616 18900 99629
76738 0 51095
57889 26965 99629
38741 20514 99629
70183 81 55049
10602 15490 83959
57447 5268 34357
54944 44803 99629
4636 8185 60844
64296 13420 99629
44812 0 94407
77498 10027 99629
67244 21994 79214
1358 0 37130
27065 0 58248
9235 0 97386
34017 30123 99629
56623 16271 93391
37431 29027 99629
80162 0 63839
24606 0 65291
82671 12616 99629
97632 10606 99629
44487 7651 85687
16618 0 53003
93589 50440 99629
9665 63272 99629
59069 0 90143
54268 0 48718
55186 16785 99629
42975 11523 99629
29368 65377 99629
9458 37811 99629
80076 28844 63130
40271 0 55631
56686 45484 86363
43977 0 65067
4344 35718 89107
28882 0 51635
15018 4056 99629
30523 0 58753
50 96584
100000 0 94697
73849 14298 96584
93796 24441 96584
13460 24999 96584
10767 56877 96584
92069 44057 96584
75407 62653 96584
96263 10526 96584
3620 9617 74034
59437 0 63032
64203 40718 96283
17953 0 52219
35414 0 67173
59734 10674 96584
78977 0 37380
16388 4097 96584
10495 0 84305
34264 0 42586
53344 0 78592
46596 0 76741
767 0 82734
76046 0 92700
69677 57469 96584
71407 0 78091
66144 0 80435
48261 34023 96584
96994 3717 71988
28809 0 63831
14149 0 96584
97692 0 94155
12011 31215 96584
99283 21773 96584
30636 0 83267
69214 0 72741
9147 0 67523
58603 38955 96584
20284 38889 94358
58663 13951 65504
97228 0 42290
31577 44555 96584
65257 18384 96584
7620 0 78381
62421 0 57178
47356 35657 96584
5542 0 88859
1532 23726 96584
58719 4324 96584
12941 0 83068
48258 0 93141
73165 44971 96584
50 95662
100000 0 93203
15939 39408 95662
78233 21417 59680
22573 46808 95662
95680 3718 95662
78760 6616 95662
21630 0 77763
42744 1685 95662
10371 42696 95662
6369 1349 95662
89185 0 75805
91209 34392 95662
76695 3382 95662
54379 0 63756
42216 39621 82781
82123 0 43177
50210 0 95592
63650 36896 95662
40199 0 55491
5220 0 74153
75650 1166 95662
8907 0 64871
91418 0 64500
3037 0 78739
75613 19193 95662
75828 0 90529
530 0 77094
74088 38946 95662
29122 0 56589
90981 0 69076
89895 829 95662
6093 21209 95662
25741 0 36098
18447 0 61571
16632 0 46451
52633 21435 95662
67699 12822 95662
98371 0 58226
51423 57171 95662
95708 0 94894
37474 0 85265
60686 4109 82359
85003 26420 95662
78263 0 92050
42384 0 55804
1308 44365 95662
51979 9998 95662
90596 0 83376
81879 0 77547
84959 33586 82011
45 611
60 42 611
84 0 531
64 4 611
52 43 611
15 0 473
92 122 611
95 244 579
77 110 611
82 215 611
49 29 345
65 34 611
69 0 322
12 186 611
27 0 414
113 0 410
19 234 611
54 0 515
76 0 579
2 0 403
72 0 411
97 34 365
51 0 474
116 0 584
8 0 600
56 180 472
36 419 611
53 89 392
101 0 582
83 0 602
85 0 571
5 40 611
106 58 611
10 156 611
11 170 611
115 59 611
62 281 611
61 135 293
90 0 425
9 136 272
6 0 486
42 0 468
29 242 611
1 155 611
66 357 611
18 0 329
49 935
42 0 518
68 337 935
27 77 935
25 361 935
24 0 407
29 4 282
12 0 802
56 43 513
8 252 808
11 161 935
31 0 770
0 0 627
36 329 557
16 194 935
49 0 803
19 287 631
18 122 935
61 403 935
20 392 935
1 0 548
52 0 891
62 259 493
64 0 733
33 38 935
9 17 935
67 568 872
37 0 698
71 0 893
38 0 654
34 0 638
70 140 935
2 0 750
13 256 935
17 476 935
40 155 591
26 565 760
22 0 778
55 66 935
26 0 538
15 89 847
54 570 833
60 98 935
43 208 495
53 357 935
5 425 935
7 155 701
23 95 494
65 516 935
41 354 700
41 963
12 676 963
15 112 610
69 354 963
3 159 963
1 88 418
4 0 833
24 380 728
63 480 744
38 272 963
61 271 870
24 36 347
55 118 963
47 330 963
71 0 739
18 32 737
14 0 839
48 0 963
9 0 518
57 354 886
11 0 963
35 0 833
20 79 963
45 645 922
41 201 963
29 157 963
60 0 518
59 180 963
32 280 963
31 0 810
64 34 963
36 101 956
5 0 472
68 0 459
37 89 963
51 0 920
40 0 658
65 0 617
8 138 886
23 0 877
19 0 855
58 97 963
27 843
38 149 843
19 0 817
24 0 641
26 188 843
22 0 711
40 0 743
12 0 212
11 56 843
5 0 633
39 0 788
41 0 843
13 361 675
33 53 843
47 365 843
28 274 843
44 195 843
35 89 843
8 54 843
18 265 843
20 0 562
27 0 347
17 194 432
32 302 843
9 90 843
14 53 843
3 27 843
43 0 836
14 853
12 71 598
1 232 853
34 332 607
26 0 672
50 100 853
38 0 613
29 35 853
46 222 853
33 0 756
37 232 853
13 0 398
17 22 636
10 0 472
28 0 702
46 381
64 249 341
1 80 381
16 80 381
9 0 355
55 0 285
7 60 276
2 0 183
43 0 360
49 142 381
51 103 349
8 0 381
20 54 381
56 0 190
45 167 381
59 80 381
24 0 304
5 247 381
52 22 381
3 62 381
41 0 365
12 126 381
21 0 263
62 0 367
32 223 358
23 50 381
25 82 381
19 12 381
39 0 364
14 101 381
53 4 381
17 202 381
61 0 151
54 103 325
31 167 381
29 0 91
10 91 381
5 52 171
4 169 324
40 0 299
46 64 381
29 237 329
57 0 303
26 0 198
2 211 381
34 221 362
0 113 270
38 708
30 0 525
10 25 708
54 203 586
27 158 708
15 0 626
13 0 522
49 0 534
47 365 708
9 114 708
34 268 654
11 0 621
51 0 658
14 0 575
33 441 708
36 301 708
16 0 654
24 0 480
39 159 708
44 0 603
20 0 270
50 17 708
19 0 662
26 290 708
21 253 708
17 76 708
48 0 707
2 272 708
40 304 492
6 0 434
7 52 708
42 275 708
5 0 226
38 0 576
52 0 570
22 56 708
43 177 445
4 11 437
0 0 332
35 887
57 196 887
59 16 887
29 0 658
74 51 812
22 107 887
82 0 448
105 62 887
26 0 757
50 0 696
13 0 782
17 0 847
64 322 887
37 522 887
91 533 822
36 0 521
11 56 887
34 349 887
70 0 772
71 545 887
108 133 887
3 147 887
32 0 833
89 0 821
21 0 681
87 87 887
68 391 887
38 0 684
40 373 887
116 88 467
58 93 887
7 355 887
55 0 481
16 0 706
123 0 867
94 487 887
39 426
35 207 351
21 0 257
23 0 379
16 0 359
17 90 426
54 231 364
11 132 426
49 168 426
34 0 376
13 0 175
47 55 426
25 335 426
53 103 342
29 37 312
7 164 426
12 74 426
45 15 426
3 0 243
41 0 385
48 194 426
39 0 386
22 96 426
37 95 297
8 30 426
43 116 426
20 0 362
44 85 426
50 0 410
10 238 426
28 0 425
38 202 426
40 0 342
0 0 313
52 121 426
36 80 426
4 121 426
24 6 426
51 263 426
19 130 426
19 65
63 11 65
3 1 65
46 7 65
37 33 57
24 0 62
27 0 51
80 2 65
35 13 46
30 0 59
58 0 60
70 2 62
13 4 26
68 0 60
25 1 45
73 0 42
31 1 65
19 44 65
2 0 24
56 0 48
45 268
19 0 217
24 0 181
26 11 112
56 72 268
12 29 268
10 0 117
5 79 171
33 0 104
27 0 252
58 0 107
20 0 120
66 116 261
22 17 268
65 0 249
66 0 67
1 0 200
14 0 231
70 44 112
62 75 268
45 83 189
50 40 268
39 0 268
58 149 268
4 0 191
2 66 241
63 30 243
72 0 265
13 0 254
52 0 195
30 38 112
36 146 234
46 58 268
75 0 205
9 39 268
68 191 268
17 139 246
43 0 115
7 0 236
18 0 131
74 132 268
44 0 215
49 0 257
31 0 211
35 0 155
73 98 181
12 313
54 5 123
39 50 313
79 0 296
34 0 286
65 236 311
0 77 179
30 0 206
16 0 202
23 0 225
42 132 308
26 0 249
50 0 72
24 938
63 138 938
42 0 668
55 171 895
58 413 938
39 253 703
48 0 649
64 0 474
7 270 938
12 143 938
2 0 897
22 0 807
28 194 938
60 575 938
53 111 938
24 65 938
51 0 378
52 0 628
46 114 597
8 0 835
41 416 694
4 305 938
47 17 938
16 188 938
59 5 444
33 449
67 68 318
0 49 449
89 0 328
30 159 449
39 66 449
5 0 439
26 7 449
100 52 238
19 278 449
63 205 449
31 0 230
49 65 449
29 0 387
24 21 449
84 0 240
81 225 376
13 50 394
64 73 449
98 328 449
18 0 388
65 26 449
46 52 449
10 18 449
23 129 449
86 196 449
8 26 449
1 250 449
87 0 342
53 30 449
33 0 211
78 4 449
100 257 449
28 31 427
31 952
33 321 952
36 100 952
19 0 733
23 0 874
40 206 952
5 0 346
47 101 952
0 0 773
52 0 622
43 538 952
11 0 935
53 228 771
3 73 952
37 41 575
24 398 952
44 0 631
28 0 822
29 0 566
20 37 760
38 0 881
50 112 952
22 0 836
45 674 952
43 0 520
16 0 843
32 0 952
48 0 913
39 0 747
14 254 952
51 456 952
18 400 764
2 20
5 5 20
13 0 17
27 176
2 9 176
57 7 78
19 79 176
3 56 101
39 0 170
16 31 176
59 0 75
20 116 160
1 54 176
28 0 123
0 37 77
31 8 176
8 0 37
34 20 176
53 24 112
42 0 142
46 0 171
63 90 176
56 74 176
4 82 176
29 0 164
11 68 176
9 46 176
47 89 151
15 0 135
36 0 140
37 8 176
33 136
124 62 115
25 35 136
96 38 136
21 56 136
55 0 119
115 46 136
57 0 113
112 0 42
90 0 127
46 0 127
108 0 132
60 0 87
125 0 89
100 31 136
122 78 136
2 99 136
28 71 136
35 3 55
78 0 110
19 0 108
74 39 136
83 0 124
18 0 84
84 18 136
42 0 133
9 0 118
139 0 132
137 0 106
89 13 112
61 0 114
104 0 131
68 0 100
11 0 43
20 350
8 0 262
14 0 95
46 1 350
37 22 350
25 0 250
65 210 350
60 0 321
56 56 350
12 0 317
26 135 350
16 50 350
49 0 147
18 60 350
39 171 253
41 264 340
58 82 350
61 26 191
42 116 350
24 94 244
54 25 107
31 253
9 60 253
91 23 253
46 0 92
60 27 201
90 0 215
4 98 253
50 23 199
101 130 253
45 0 142
42 0 158
43 0 232
53 81 253
49 66 253
7 0 226
21 185 253
51 12 218
68 0 251
99 13 95
5 0 173
54 80 253
31 83 253
16 61 253
3 124 253
23 12 253
76 132 253
84 0 234
13 0 179
72 12 194
34 0 153
48 11 253
24 2 253
50 861
115 0 742
110 0 708
7 32 861
35 0 783
136 73 861
100 0 397
64 0 749
57 226 861
53 549 861
77 349 861
45 0 467
98 0 502
38 0 615
30 0 765
53 0 475
15 0 656
59 0 825
124 0 558
104 0 612
23 405 861
52 86 861
120 0 662
114 0 850
0 0 577
12 0 669
93 0 668
21 345 861
72 69 861
5 0 756
9 0 764
78 183 861
88 0 486
17 653 861
81 3 861
44 19 861
33 0 729
13 0 856
47 0 806
122 0 861
61 0 412
19 74 861
70 0 623
24 99 347
101 257 579
1 0 493
62 0 841
133 271 861
3 190 861
16 361 861
27 319 861
37 44
36 1 42
62 2 44
7 1 44
53 0 32
18 0 37
42 0 34
60 13 44
40 6 44
85 0 40
66 36 44
16 6 44
15 19 44
19 10 44
68 9 44
48 10 44
67 14 44
52 0 43
72 9 28
86 13 44
63 25 44
12 0 40
33 10 44
50 0 17
81 5 44
65 0 22
26 0 21
41 0 30
76 24 32
4 24 44
69 0 25
2 7 22
55 0 39
43 0 32
3 0 27
44 4 44
24 0 28
29 22 44
2 387
33 0 312
0 54 314
38 559
47 0 500
16 20 254
48 0 555
9 172 559
52 0 532
111 0 559
58 248 394
98 59 559
95 21 312
64 35 559
17 0 272
15 204 352
13 360 559
39 0 508
54 44 559
59 88 559
14 0 454
116 260 467
22 0 401
68 80 559
76 0 547
43 0 418
82 22 559
44 232 559
118 171 559
85 52 559
65 78 519
20 68 250
87 0 303
18 0 551
91 31 559
92 11 460
102 113 559
21 81 559
133 367 559
50 408 559
101 297 559
34 0 332
40 933
1 440 933
134 413 933
14 275 699
45 260 583
75 568 884
83 302 784
76 0 498
44 239 933
26 0 596
136 374 933
27 409 933
60 53 933
89 117 933
110 417 749
25 0 680
137 0 761
12 0 588
109 0 573
63 0 472
93 575 933
33 0 848
66 516 933
117 194 703
24 427 629
85 183 614
80 198 901
32 128 885
72 0 863
3 488 933
102 0 929
135 0 933
0 0 494
43 50 933
105 596 933
70 0 892
62 0 675
54 0 827
49 0 634
34 115 933
111 0 794
36 479
91 154 479
69 276 479
59 12 188
92 0 288
87 152 479
31 168 479
88 0 387
86 0 397
45 0 310
16 241 479
73 0 470
6 131 479
94 7 236
24 19 269
51 30 479
26 83 479
9 0 215
25 0 409
40 167 479
96 33 479
50 0 173
90 0 401
33 100 479
61 54 479
4 40 479
68 113 479
52 99 479
37 264 398
36 0 374
99 259 479
27 223 479
19 202 479
81 0 437
62 0 304
77 228 479
70 22 175
18 923
25 7 804
50 0 866
5 0 366
85 568 923
79 600 923
45 0 923
73 490 923
69 82 923
23 76 923
13 0 859
44 119 923
0 0 329
38 218 923
6 53 372
98 0 782
37 74 802
31 53 923
46 520 923
13 928
45 62 928
54 0 219
90 49 928
48 51 798
43 0 912
42 299 564
13 0 728
24 412 928
101 0 780
94 65 928
57 16 350
14 0 748
4 0 867
8 399
34 237 399
64 0 203
11 56 399
58 283 392
12 203 399
47 108 399
28 50 399
50 118 399
48 916
57 60 857
62 0 811
42 129 916
64 0 542
36 372 916
8 23 916
39 217 736
45 0 685
46 0 871
18 232 836
73 158 895
2 0 348
40 0 292
1 367 916
25 182 916
0 103 546
59 0 558
22 71 916
72 0 457
60 451 916
52 25 916
16 0 855
47 0 435
61 235 916
54 144 916
38 0 568
30 191 916
3 116 916
21 114 916
65 0 888
14 187 916
34 0 884
74 321 916
70 385 916
10 6 916
2 444 916
28 90 916
19 0 707
55 0 916
47 454 916
41 474 754
71 0 893
17 28 916
29 255 543
51 263 671
13 0 511
53 0 476
69 271 916
6 435
32 0 245
24 42 435
12 250 435
30 215 435
26 0 376
2 0 269
45 344
48 23 255
10 0 267
27 0 342
6 0 286
22 96 210
37 0 178
41 0 265
23 84 344
14 86 173
42 0 127
51 95 344
61 136 249
3 39 344
19 51 344
46 75 344
47 0 301
49 0 239
0 106 344
34 5 344
21 100 344
58 4 107
44 80 344
31 0 268
26 78 344
52 179 325
45 0 133
59 136 344
5 0 274
55 140 344
38 11 344
43 2 344
30 0 321
20 24 300
24 110 344
13 0 164
57 53 344
42 242 332
7 0 280
50 0 280
17 64 199
53 97 344
29 0 280
40 52 344
35 76 344
25 30 344
3 836
44 0 310
28 0 770
49 0 697
8 712
43 2 712
3 0 680
35 75 380
12 157 442
28 26 519
59 0 450
54 96 712
50 0 698
39 773
88 0 510
68 0 528
60 76 773
18 0 765
70 0 758
69 177 773
93 0 375
53 158 358
10 0 676
46 0 681
57 0 631
15 0 657
73 228 773
1 0 768
34 48 773
38 150 773
66 0 628
55 38 773
11 29 773
30 0 598
90 150 773
61 0 349
78 0 695
35 0 627
45 0 286
84 177 773
25 100 773
63 281 479
52 0 630
94 110 773
87 315 681
92 119 773
81 180 773
19 111 773
36 0 655
95 0 662
9 0 462
48 92 773
72 0 655
9 724
12 342 724
6 242 724
13 350 672
16 29 724
28 270 554
10 64 724
27 0 706
20 181 724
2 17 724
50 875
79 0 821
99 142 875
101 0 592
109 0 590
11 182 875
76 0 785
61 101 875
21 200 875
68 415 875
77 0 554
104 0 621
92 107 519
72 99 875
89 0 681
63 164 875
106 26 391
32 0 732
41 126 875
86 349 703
94 0 623
84 0 634
23 588 839
25 0 270
103 0 535
55 531 875
43 0 667
51 0 493
40 220 809
26 0 653
75 46 826
17 493 859
42 158 670
14 69 875
5 0 748
96 97 875
93 0 871
65 0 861
24 36 875
62 0 801
44 199 875
73 0 703
9 0 648
27 121 875
49 0 875
60 0 713
98 0 694
30 232 875
102 638 875
4 309 875
88 491 875
40 634
46 0 507
12 47 634
35 0 529
58 123 634
105 3 634
64 302 634
57 321 634
6 0 364
72 179 624
55 0 422
18 0 524
78 0 492
71 20 541
95 27 634
13 124 634
48 0 547
20 350 634
16 471 634
4 198 472
41 0 610
67 0 425
43 0 512
8 0 320
61 0 209
65 38 634
84 0 377
60 0 251
89 91 634
77 180 634
63 409 634
23 70 253
52 180 634
104 108 634
87 0 188
97 3 634
15 265 496
98 394 634
57 0 256
94 0 380
64 0 175
19 578
35 218 578
12 299 578
20 275 578
7 149 578
22 19 476
27 0 346
11 386 511
5 193 578
37 263 458
24 212 399
1 43 396
6 0 493
2 37 578
26 0 415
4 0 510
34 0 490
28 29 578
16 212 578
8 281 578
19 581
25 223 581
5 0 431
8 360 581
46 0 368
0 84 581
9 101 508
41 383 581
16 110 349
2 240 581
44 0 392
10 0 528
39 139 260
4 56 581
13 0 332
18 86 523
14 14 581
6 0 551
24 0 210
28 6 581
2 218
45 37 218
7 10 218
40 202
28 0 192
69 0 192
51 0 191
32 3 202
49 0 107
25 0 165
74 0 94
36 0 163
63 86 202
6 40 167
66 32 150
82 0 185
40 0 188
60 25 188
18 112 156
0 0 156
43 22 202
91 53 202
4 37 121
1 56 202
38 96 177
62 59 202
22 0 192
86 44 202
37 26 202
47 16 202
2 2 102
20 0 183
55 12 202
71 74 134
39 0 84
68 148 202
83 55 202
79 96 202
58 69 202
90 46 120
33 0 180
23 0 200
81 0 65
35 20 202
45 321
33 3 321
53 0 214
32 89 321
71 188 300
8 3 221
13 184 321
60 0 259
7 0 142
12 74 308
20 26 291
28 117 321
30 0 222
21 34 321
50 0 105
47 0 194
10 59 321
51 108 321
85 66 321
44 167 321
27 71 214
81 46 321
62 87 321
35 67 321
18 118 321
19 165 321
66 0 255
26 0 113
29 0 198
24 0 251
0 4 181
63 0 292
3 0 311
69 0 147
72 0 214
88 98 321
36 0 182
57 41 321
2 0 147
4 41 321
19 43 148
87 55 160
43 0 321
65 83 321
45 0 232
76 0 179
29 958
26 179 958
21 22 958
16 142 958
56 0 948
29 214 958
40 183 714
9 162 459
42 165 958
17 252 958
15 0 774
43 0 869
9 483 958
3 346 958
52 54 958
41 346 958
23 272 958
60 166 958
48 7 958
20 0 800
62 262 958
27 0 384
55 0 873
0 542 838
12 252 958
47 0 526
59 145 958
31 93 958
38 210 958
7 0 395
11 737
65 446 737
56 362 737
101 0 596
83 0 667
72 0 198
100 0 718
108 0 735
35 372 737
1 249 737
84 183 555
97 0 499
2 597
4 188 553
26 54 372
28 349
12 132 349
7 193 349
1 0 323
36 0 344
15 0 196
39 9 349
7 0 181
4 200 349
20 0 311
35 0 174
19 0 233
27 47 349
42 7 349
2 107 349
34 30 349
9 101 349
17 0 348
3 66 349
26 69 349
18 0 296
29 98 326
21 50 349
43 15 349
23 184 344
8 89 205
28 35 152
31 83 262
0 0 214
31 632
24 122 632
31 173 454
38 0 268
18 55 231
9 26 325
7 104 409
48 24 632
37 0 630
18 395 632
41 0 562
33 52 632
20 0 331
15 195 522
26 152 562
5 0 624
16 0 575
12 0 537
11 0 409
47 310 632
4 36 469
1 277 632
44 396 543
6 0 614
46 162 632
0 0 494
28 0 574
22 0 464
13 0 625
17 305 632
30 256 632
27 30 632
28 140
31 4 140
13 59 140
28 0 93
43 25 140
49 0 81
44 19 140
37 45 140
40 0 115
21 0 120
23 0 108
34 11 140
32 0 99
22 0 102
36 102 140
12 49 140
47 0 129
50 24 140
14 0 125
35 0 101
5 0 129
24 4 140
46 64 100
8 0 127
19 59 97
36 0 85
48 0 106
11 33 140
2 71 140
20 680
28 0 552
110 352 586
117 301 680
67 2 680
127 26 680
111 123 560
101 321 680
118 17 339
108 57 477
102 0 486
106 160 680
16 0 391
37 0 668
79 71 680
7 156 680
14 352 680
22 161 665
68 40 680
4 80 680
36 0 519
47 32
9 7 32
64 0 22
89 2 32
35 0 30
5 7 32
65 0 26
69 6 29
62 0 27
39 17 24
88 0 31
15 6 28
86 0 20
7 11 32
71 0 28
95 25 32
19 0 21
90 5 32
43 3 22
10 0 25
74 14 32
0 13 32
37 5 32
59 0 28
17 1 32
1 12 32
24 0 20
42 4 12
21 0 20
18 7 32
80 2 32
31 9 32
2 0 17
52 2 32
26 13 32
49 19 32
96 4 32
28 0 25
73 0 14
11 0 12
56 0 31
25 20 32
8 0 13
82 1 32
70 0 14
77 0 29
23 0 27
92 6 32
32 151
124 0 95
119 5 151
36 0 103
32 4 151
74 0 133
108 48 151
40 0 139
106 0 139
45 0 86
57 0 87
38 0 134
63 29 151
100 0 105
60 2 151
128 0 36
29 0 98
113 52 125
10 0 143
87 31 151
78 26 151
72 15 151
120 0 135
83 1 151
11 0 146
16 43 151
81 0 94
23 15 121
121 53 144
6 58 151
107 6 151
129 6 50
26 6 151
8 620
53 0 607
